-7.839,-6.2274,21.309,-54.342,87.2,-200.91,136.12,-65.289,-7.5277,-23.528,-26.697
13.803,11.251,43.456,-19.214,105.88,-63.458,20.48,50.641,8.0794,23.737,19.718
